symbol,10DayAverageTradingVolume,13WeekPriceReturnDaily,26WeekPriceReturnDaily,3MonthAverageTradingVolume,52WeekHigh,52WeekHighDate,52WeekLow,52WeekLowDate,52WeekPriceReturnDaily,5DayPriceReturnDaily,assetTurnoverAnnual,assetTurnoverTTM,beta,bookValuePerShareAnnual,bookValuePerShareQuarterly,bookValueShareGrowth5Y,capitalSpendingGrowth5Y,cashFlowPerShareAnnual,cashFlowPerShareTTM,cashPerSharePerShareAnnual,cashPerSharePerShareQuarterly,currentDividendYieldTTM,currentEv/freeCashFlowAnnual,currentEv/freeCashFlowTTM,currentRatioAnnual,currentRatioQuarterly,dividendGrowthRate5Y,dividendPerShare5Y,dividendPerShareAnnual,dividendYield5Y,dividendYieldIndicatedAnnual,dividendsPerShareTTM,ebitdPerShareTTM,ebitdaCagr5Y,ebitdaInterimCagr5Y,epsBasicExclExtraItemsAnnual,epsBasicExclExtraItemsTTM,epsExclExtraItemsAnnual,epsExclExtraItemsTTM,epsGrowth3Y,epsGrowth5Y,epsGrowthQuarterlyYoy,epsGrowthTTMYoy,epsInclExtraItemsAnnual,epsInclExtraItemsTTM,epsNormalizedAnnual,focfCagr5Y,grossMargin5Y,grossMarginAnnual,grossMarginTTM,longTermDebt/equityAnnual,longTermDebt/equityQuarterly,marketCapitalization,monthToDatePriceReturnDaily,netIncomeEmployeeAnnual,netIncomeEmployeeTTM,netInterestCoverageAnnual,netInterestCoverageTTM,netMarginGrowth5Y,netProfitMargin5Y,netProfitMarginAnnual,netProfitMarginTTM,operatingMargin5Y,operatingMarginAnnual,operatingMarginTTM,payoutRatioAnnual,payoutRatioTTM,pbAnnual,pbQuarterly,pcfShareTTM,peBasicExclExtraTTM,peExclExtraAnnual,peExclExtraTTM,peInclExtraTTM,peNormalizedAnnual,pfcfShareAnnual,pfcfShareTTM,pretaxMargin5Y,pretaxMarginAnnual,pretaxMarginTTM,priceRelativeToS&P50013Week,priceRelativeToS&P50026Week,priceRelativeToS&P5004Week,priceRelativeToS&P500Ytd,psAnnual,psTTM,receivablesTurnoverAnnual,receivablesTurnoverTTM,revenueEmployeeAnnual,revenueEmployeeTTM,revenueGrowth3Y,revenueGrowth5Y,revenueGrowthQuarterlyYoy,revenueGrowthTTMYoy,revenuePerShareAnnual,revenuePerShareTTM,revenueShareGrowth5Y,roaRfy,roaa5Y,roae5Y,roaeTTM,roeRfy,roeTTM,roi5Y,roiAnnual,roiTTM,tangibleBookValuePerShareAnnual,tangibleBookValuePerShareQuarterly,totalDebt/totalEquityAnnual,totalDebt/totalEquityQuarterly,yearToDatePriceReturnDaily,update_date,quickRatioAnnual,ptbvAnnual,ptbvQuarterly,tbvCagr5Y,inventoryTurnoverAnnual,inventoryTurnoverTTM,cashFlowPerShareQuarterly,peAnnual,peTTM,quickRatioQuarterly,dividendPerShareTTM,ebitdPerShareAnnual,enterpriseValue,epsAnnual,epsTTM,pcfShareAnnual,roaTTM,capexCagr5Y,priceRelativeToS&P50052Week,roa5Y,roe5Y,3MonthADReturnStd
PEP,5.98794,3.2884,12.9517,4.66671,196.88,2023-05-15,160.98,2022-10-07,11.5056,1.215,0.9371,0.9599,0.31340644,12.4539,12.8431,10.18,,4.0697,7.87283,3.8838,4.687,2.4167,53.7576,52.5939,0.8041,0.8425,7.33,,4.4725,,2.6409185,5.865,9.8461,2.31,3.51,6.4239,5.7047,6.4239,5.7047,7.31,13.72,92.99,-14.12,6.4239,5.7047,6.4239,-4.52,54.34,53.47,54.67,2.0792,2.0361,263752.84,2.6671,0.0283,0.0251,10.0102,12.2803,6.15,12.05,10.31,12.31,14.29,12.93,16.39,69.27,80.68,14.5138,14.4928,19.6889,33.3864,29.3188,33.3864,33.3864,29.6019,47.0651,33.9058,13.14,12.39,15.76,-7.1035,-4.2545,-0.0809,-13.0538,3.053,2.9262,11.4677,8.2113,0.2743,0.2861,8.76,6.34,10.37,10.11,62.287,65.1264,7.11,9.67,,,,51.96,44.6,16.81,15.85,13.47,1.1351,1.5418,2.2783,2.4666,6.0556,2023-07-28,0.5806,159.2431,120.7282,-26.64,8.4025,7.393,4.1598,29.6019,33.3864,0.6047,4.6222,10.3944,301257.84,6.4239,5.7047,24.3967,8.41,11.89,-5.0259,10.2,57.61,13.825817
PFE,21.39032,-7.9583,-19.7517,24.22676,54.93,2022-12-14,35.35,2023-07-07,-30.3176,-3.2086,0.5088,0.4746,0.5204813,17.0335,17.8866,7.39,,4.6351,6.01554,4.0477,3.538,4.3021,9.3653,12.0651,1.2165,1.3697,4.69,,1.599,,4.4074173,1.61,5.6053,17.37,6.93,5.4722,4.3109,5.4722,4.3109,24.04,9.24,-29.12,-1.05,5.4722,4.3109,5.4722,12.28,73.21,65.52,72.51,0.3438,0.314,210061.89,1.96292,0.378,0.2975,18.4079,20.04,-5.06,29.62,31.27,30.32,25.03,36.43,35.97,28.63,31.11,3.0068,2.3117,8.7752,8.508,6.83588,8.508,8.508,6.6958,8.0697,10.396,23.82,34.61,34.3,-19.3871,-34.0515,-3.0608,-47.6718,2.0937,2.516,8.9457,6.5407,1.2088,1.0059,34.57,13.81,-28.76,-9.47,17.5004,14.5787,15.07,15.909999999999998,,,,32.800000000000004,30.869999999999997,15.38,23.86,22.13,9.3109,10.4461,0.3745,0.3555,-29.3521,2023-07-28,1.0033,5.5006,3.9583,18.3,3.8349,2.6597,3.5795,6.6958,8.508,1.1087,1.6086,7.0054,243787.89,5.4722,4.3109,7.1774,14.829999999999998,7.86,-43.1467,10.19,23.97,23.026995
PG,6.27063,-1.5414,8.0888,6.28,158.11,2023-04-21,122.18,2022-10-10,6.7027,2.245,0.6841,0.6875,0.538519,19.4624,19.1517,-2.08,,5.6676,6.7531,3.0136,3.2228,2.4725,28.8809,32.117,0.6545,0.5865,5.58,,3.6364,,2.444329,3.6532,8.3834,5.34,5.29,5.806,5.741499999999999,5.806,5.741499999999999,55.83,0.75,3.58,0.34,5.806,5.741499999999999,5.806,7.69,49.96,47.65,48.16,0.4904,0.5067,362831.84,0.78424,0.1391,0.1351,43.4105,42.5589,-4.84,15.18,18.38,16.93,19.17,22.21,21.17,59.49,62.64,7.4051,7.7638,23.8391,25.3356,26.34004,25.3356,25.3356,24.6121,26.7437,29.7403,19.36,22.44,21.37,-11.9333,-9.1174,-1.7479,-17.5391,4.5248,4.4812,16.2519,14.7429,0.7565,0.7638,5.81,4.27,3.54,1.7,31.5809,32.7382,5.87,12.58,,,,31.64,31.78,13.98,18.88,18.11,9.5706,9.0404,0.676,0.8106,1.5703,2023-07-28,0.3735,15.0587,16.4472,-5.87,6.5042,5.8899,5.1761,24.6121,25.3356,0.3436,3.7723,8.3632,391826.84,5.806,5.741499999999999,21.6966,12.16,-1.39,-9.8288,9.4,23.48,13.581066
PINS,10.00172,0.2533,3.474,11.00917,30.86,2023-07-18,16.775,2022-07-26,60.5797,-2.6704,0.7255,0.7641,1.4196106,4.8033,4.4723,22.57562,,0.6443,-0.37791,3.9494,3.9899,,39.2664,41.6326,9.0786,10.2459,,,,,,,-0.4405,,,-0.1443,-0.4427,-0.1443,-0.4427,,,,,-0.1443,-0.4427,-0.1443,,73.07,75.79,71.63,,,18937.02,2.26774,-0.0241,-0.0751,7.352,62.5359,,-25.24,-3.43,-34.61,-26.16,-3.63,-40.44,,,4.9826,6.0991,43.1102,98.5328,,98.5328,98.5328,59.8443,43.0174,45.6096,-25.1,-3.07,-36.25,-10.1386,-13.7322,-5.945,-5.0237,6.757,6.6909,4.199,5.8903,0.7029,0.7099,34.85,42.74,4.82,6.09,4.2098,4.1552,36.35,8.95,,,,10.41,6.08,-11.86224,10.41,6.08,4.7673,4.2925,0.0,0.0,14.0857,2023-07-28,8.8845,5.0202,6.3545,28.24834,,,0.6069,59.8443,98.5328,10.0022,,-0.0829,17285.778,-0.1443,-0.4427,40.3601,5.19,-6.79,44.0482,-10.91079,-16.49296,46.884064
RCI.B.TO,1.04118,-5.9097,-7.0457,1.27656,67.67,2023-05-01,50.53,2022-10-13,1.6547,3.0673,0.2766,0.2821,0.51127774,19.9871,20.5021,6.55,,2.7153,8.73445,0.917,1.0952,3.2722,49.6559,90.1699,2.0194,1.909,0.84,,2.0003,,3.4794712,2.0,12.1599,2.33,4.38,3.3202,3.5518,3.3202,3.5518,-5.88,-1.43,30.35,13.16,3.3202,3.5518,3.3202,-1.02,40.92,41.52,43.05,2.9632,2.8607,30896.293,-1.91926,0.0764,0.0818,3.1071,2.9801,-3.21,12.03,10.91,13.32,22.44,22.78,25.16,60.12,56.2,3.1885,3.0699,7.4755,17.1741,17.85456,17.1741,17.1741,18.3907,22.5356,22.5356,16.39,14.87,18.15,-16.3016,-24.2519,-3.4353,-24.958,2.0068,1.979,3.7292,7.3073,0.6998,0.7096,0.71,1.39,5.97,5.59,30.4269,30.7929,1.83,3.02,,,,16.650000000000002,17.580000000000002,5.74,3.5900000000000003,3.81,1.2812,3.0915,3.6411,3.6452,-4.024,2023-07-28,1.9735,46.632,19.2304,-4.56,18.5057,16.6338,1.4953,18.3907,17.1741,1.8543,2.0023,11.8992,68078.293,3.3202,3.5518,6.8765,3.25,4.59,-14.8768,4.56,18.99,16.312355
ROKU,7.00236,18.1393,30.1584,7.49509,89.54,2022-08-11,38.26,2022-12-28,-21.5486,-7.2245,0.7085,0.7299,2.1404238,18.9003,18.1173,65.22,,-1.0705,-4.40919,14.0113,11.5783,,,,2.737,3.1221,,,,,,,-4.3253,,,-3.6174,-4.7802,-3.6174,-4.7802,,,,,-3.6174,-4.7802,-3.6174,,46.22,46.09,45.56,0.0,0.0,10061.93,14.91557,-0.1383,-0.1848,-136.5517,-94.3852,,-2.93,-15.93,-26.13,-3.44,-16.98,-28.67,,,2.1418,3.6156,81.4467,41.5115,,41.5115,41.5115,41.5122,53.5095,32.1959,-2.97,-15.75,-25.65,6.7105,15.8586,4.9558,49.2233,3.2182,3.2108,3.9014,4.2349,0.8685,0.8705,40.43,43.56,0.99,7.17,22.7107,22.3313,34.45,5.94,,,,8.76,9.28,-4.14216,8.49,8.959999999999999,18.4798,17.7303,0.0302,0.0,67.543,2023-07-28,2.5528,2.1905,3.6945,76.68,21.4671,18.8897,-3.1579,41.5122,41.5115,2.9032,,-3.185,8431.878,-3.6174,-4.7802,853.0674,6.41,77.41,-34.3777,-3.20146,-5.31171,53.11839
SAVE,1.48193,6.1765,-10.1096,1.4634,25.675,2022-07-28,14.41,2023-05-25,-25.7202,-4.5479,0.5518,0.6072,0.8722774,14.4265,13.4649,-11.01,,-2.998,-1.93573,13.3417,12.7891,,,,1.2489,1.0944,,,,,0.0,,-2.5679,,,-5.0956,-4.2548,-5.0956,-4.2548,,,,,-5.0956,-4.2548,-5.0956,,20.64,21.11,17.47,2.0361,2.1524,2054.408,10.19814,-0.0461,-0.0385,-5.3951,-6.2238,,-7.16,-10.93,-7.7,-6.2,-11.82,-8.33,,,1.3492,1.2752,9.0286,139.0556,,139.0556,139.0556,6.1271,9.4761,23.1992,-9.33,-13.83,-10.49,-5.2523,-24.4094,3.649,-25.6606,0.4053,0.3769,31.0849,31.4407,0.4215,0.4533,9.78,13.9,39.54,29.84,46.606,49.9579,4.12,4.760000000000001,,,,14.829999999999998,0.67,10.4,7.48,0.27,14.4265,13.46495,2.257,2.3307,-7.3409,2023-07-28,1.1314,1.31342,1.40439,-2.26688,,,-2.0021,6.1271,139.0556,0.9915,,-3.5618,4192.482,-5.0956,-4.2548,9.835,0.1699999999999999,-17.69,-38.5493,7.74,18.25,28.283577
SIRI,48.88898,30.3523,-17.637,20.00897,7.95,2023-07-20,3.32,2023-04-27,-25.3106,-32.0621,0.8983,0.8877,1.0647016,0.232,0.0332,56.77,,0.3984,0.42195,0.0146,0.0137,1.9348,18.1077,19.5317,0.3482,0.3505,52.74,,0.3408,,2.012474,0.09232,0.6216,6.14,0.82,0.304,0.2865,0.304,0.2865,15.36,17.25,-22.92,-16.37,0.304,0.2865,0.304,-0.23,56.0,54.13,52.24,3.4305,46.6234,18606.998,56.29139,0.2067,0.1937,4.5282,4.8033,2.44,12.46,13.47,10.87,21.08,22.61,19.22,110.39,31.66,14.6798,163.3903,9.4404,16.365,23.21235,16.365,16.365,15.3397,12.0045,12.9485,16.14,17.83,14.37,18.9235,-31.9368,7.8032,-35.9567,2.0668,2.0767,13.6928,15.2511,1.534,1.5267,4.92,10.66,-1.92,1.54,2.2564,2.2747,14.46,12.1,,,,37.65,105.19,15.84,19.88,18.33,0.0075,0.0064,3.4359,46.6558,-17.637,2023-07-28,0.2529,465.4978,497.1308,,340.8571,555.1429,0.3706,15.3397,16.365,0.2353,0.0921,0.6424,28066.998,0.304,0.2865,9.4165,11.26,8.14,-38.1397,9.75,43.74,104.566444
SNAP,43.02457,4.9902,11.5385,28.0893,13.89,2023-07-13,7.33,2022-10-21,11.4226,-17.0147,0.5731,0.5489,2.037342,1.6395,1.6164,-7.71,,0.0351,-0.75015,2.5025,2.5724,,349.9077,368.6508,4.3243,4.7119,,,,,,,-0.8087,,,-0.8889,-0.8732,-0.8889,-0.8732,,,,,-0.8889,-0.8732,-0.8889,,50.28,61.0,55.49,1.4502,1.4521,17186.986,7.60135,-0.2704,-0.2645,-36.998,-37.0196,,-49.45,-31.07,-33.25,-50.24,-30.32,-36.95,,,5.5943,6.875,37.3795,,,,,,310.7505,56.1243,-49.06,-30.44,-32.55,-5.4017,-5.6677,-12.2784,0.7789,3.7348,3.7959,4.087,4.9369,0.8702,0.8562,38.95,41.03,-6.97,2.67,2.8613,2.8632,32.25,-18.3691,,,,-44.88096,-16.61826,-23.50403,-21.18246,-18.77574,1.5096,1.4993,1.4502,1.4521,19.8883,2023-07-28,4.2137,6.0757,7.4117,-3.41,,,0.0329,,,4.5772,,-0.8243,19352.695,-0.8889,-0.8732,93.0969,,6.91,-5.1089,-20.59808,-38.22661,61.793484
SOFI,39.07361,63.2933,75.9704,46.60572,10.23,2023-06-14,4.24,2022-12-28,55.0489,-0.5225,,,2.148568,5.9198,5.9069,,,-7.8805,-0.12928,1.52255,2.64562,0.6791,,,,,,,0.0459,,,,-0.0861,,,-0.3557,-0.2665,-0.3557,-0.2665,,,,,-0.3557,-0.2665,-0.3557,,,,,0.9954,1.1056,8957.326,13.06954,-0.0763,-0.0582,,,,,-20.36224,-14.25203,,-20.25509,-14.29301,,,0.7738,1.0213,12.1012,,,,,,8.8722,,,-20.25509,-14.29301,52.9014,58.7642,2.9467,87.3982,5.63867,5.1725,,,469711.9,,8.33833,,213.7891,162.6023,1.74665,1.86489,,-2.27368,,,,-7.52876,-1.40908,,,,5.4463,5.4603,0.9979,1.1056,106.5076,2023-07-28,,0.841,1.1048,,,,-9.1058,,,,0.069,-0.1858,15098.392,-0.3557,-0.2665,8.7534,,,38.5174,,,75.01712
SPOT,4.49646,4.5731,47.6049,1.81319,182.0,2023-07-19,69.285,2022-11-04,23.9345,-15.8348,1.5358,1.6045,1.7156972,12.4215,12.1163,57.13721,,0.1086,-3.50031,17.3312,17.7864,,1315.6389,541.7336,1.2378,1.2411,,,,,,,-4.0372,,,-2.2287,-4.0673,-2.2287,-4.0673,,,,,-2.2287,-4.0673,-2.2287,-30.87,25.7,24.95,25.28,0.4698,0.4936,28369.416,6.95111,-0.0514,-0.094,-3.6449,-0.7251,,-3.12,-3.67,-7.4,-2.06,-5.62,-5.13,,,5.6124,9.9097,162.1109,181.8552,,181.8552,181.8552,,1350.9246,185.421,-2.96,-3.16,-6.77,-6.8557,33.3051,-12.5376,64.7329,2.4192,2.343,24.9776,32.288,1.4029,1.4485,20.13,23.45,14.32,18.92,60.7822,62.5535,17.65,-5.80846,,,,-19.02655,6.23,-8.77023,-10.66468,3.65,11.7645,11.5214,0.701,0.7267,83.0526,2023-07-28,1.2125,5.9259,10.4214,70.83951,,,0.2638,,181.8552,1.2151,,-3.2291,27628.416,-2.2287,-4.0673,616.7264,2.12,-11.48,11.1054,-4.62128,-12.61748,46.098137
T,90.12886,-17.1331,-24.545,43.13307,22.84,2023-01-24,13.43,2023-07-18,-21.0984,-1.6938,0.2997,0.2926,0.7243857,13.6792,13.903,-9.83,,1.7393,1.39293,0.5192,0.3946,7.8317,19.2301,17.3303,0.5894,0.5142,-6.76,,1.3819,,7.6498966,1.11,2.525,-15.77,-3.33,-1.1895,-1.3798,-1.1895,-1.3798,,,-11.14,,-1.1895,-1.3798,-1.1895,-6.52,54.67,57.89,59.09,1.3003,1.2271,103731.99,-7.46082,-0.053,-0.0567,0.1491,0.3194,,4.78,-7.06,14.03,10.09,-3.8,19.91,75.04,51.29,1.3457,1.3845,3.1463,5.3968,,5.3968,5.3968,5.1657,8.3675,7.5409,8.46,-2.56,19.13,-28.5619,-38.8448,-12.4813,-39.5038,0.8591,0.8561,8.3674,7.36,0.7513,0.754,-12.66,-5.54,1.44,-5.24,16.8491,16.2119,-8.29,3.64,,,,12.07,15.12,6.03,5.8500000000000005,6.859999999999999,6.5972,1.4262,1.3951,1.3832,-21.1841,2023-07-28,0.5102,3.7288,16.5315,49.66,15.7717,16.9731,1.9241,5.1657,5.3968,0.37,1.1356,2.7174,238394.99,-1.1895,-1.3798,3.2393,4.2,-1.01,-33.9275,3.93,12.32,31.624048
TLSA,0.04702,-31.9184,6.0731,0.17253,1.3928,2023-04-19,0.5005,2023-02-27,-8.6278,-1.0529,,,0.31572774,0.0002,0.0002,,,-0.0002,-0.14989,0.0002,0.0002,,,,3.6443,3.6443,,,,,,,-0.3908,,,-0.1517,-0.3801,-0.1517,-0.3801,,,,,-0.1517,-0.3801,-0.1517,,,,,1.24163,1.24163,68.23628,-1.04197,-1.7108,-4.6878,-130.8816,-2198.5714,,,,,,,,,,3.1276,3.1276,,,,,,,,,,,,-42.3103,-11.1331,-9.6087,-7.6307,,,,,0.0,,,,,,0.0,,,-40.89346,,,,-50.60558,-40.89346,,-50.4043,-50.4043,0.0002,0.0002,0.0187,0.0187,11.4787,2023-07-28,3.6188,3.1276,3.1276,,,,-0.0003,,,3.6188,,-0.1511,50.4793,-0.1517,-0.3801,,,,-25.1593,,,80.814255
TVTV,0.0173,-55.68,,0.02596,0.0999,2022-09-14,0.005,2023-02-10,,-35.5814,3.359,0.6411,-1.1370122,,,,,0.0,,28.6875,0.0125,,,,0.0,0.3827,,,,,,,-41.694,,,0.0,-43.2727,0.0,-43.2727,,,,,0.0,-43.2727,0.0,,27.25,23.05,-213.87,,,4.080764,,,,,-2.4709,,-13.9,0.0,-420.59,-10.95,0.0,-417.23,,,,,5.6914,9.2745,,9.2745,9.2745,204.0382,15.6952,51.0096,-12.89,0.0,-420.59,-66.1701,,-35.168,-49.0147,47.1547,4.3091,9.2471,0.9824,,,-76.51,,114.41,-67.47,1.0793,11.8109,,18.18,,,,8.959999999999999,23.41,,8.89,23.21,,,0.0156,0.0411,-38.5809,2023-07-28,0.0,,,,,,-15.0412,204.0382,9.2745,0.3716,,0.0,4.9488,0.0,-43.2727,8.6825,455.17,,,,,342.76965
UBER,21.73865,57.5194,53.5244,22.78985,48.09,2023-07-27,22.14,2022-07-28,101.8623,-1.3127,0.9928,1.0687,1.1644586,3.66,3.7183,11.00882,,0.1945,-1.30763,2.1496,2.0632,,258.8699,102.3928,1.0447,1.0591,,,,,,,-0.3523,,,-4.6285,-1.7149,-4.6285,-1.7149,,,,,-4.6285,-1.7149,-4.6285,,36.13,30.76,33.14,1.2623,1.233,95747.26,9.40468,-0.2787,-0.1027,-0.1974,-0.2373,,-29.63,-28.68,-1.78,-27.31,-6.27,-2.97,,,6.7196,8.5029,64.1738,64.3895,,64.3895,64.3895,96.0354,245.5058,74.2803,-30.02,-29.57,-1.56,46.0906,39.2246,6.1822,70.1558,3.0036,2.8289,12.2181,13.4123,0.9719,1.0319,34.85,32.07,28.73,58.11,16.1408,16.8425,27.92,4.16,,,,14.68,-10.73196,-20.77149,7.000000000000001,-15.2719,2.7255,2.8437,1.3166,1.233,88.4755,2023-07-28,1.0097,9.0234,11.118,,,,0.4883,96.0354,64.3895,1.0176,,-0.436,100959.26,-4.6285,-1.7149,149.139,,-21.19,89.0332,-15.8246,-75.67018,39.82432
UNH,4.7322,2.7057,3.803,3.63841,558.1,2022-10-31,445.68,2023-06-14,-5.4956,-0.2566,1.41583,1.36583,0.27858046,83.2677,93.84,11.05,,25.0578,27.02382,25.01606,49.70721,1.3462,21.0338,12.8881,0.629,0.5315,17.22,,6.3904,,1.488431,6.83,35.0084,12.77,14.33,21.1789,21.8651,21.1789,21.8651,13.92,14.59,12.92,19.69,21.1789,21.8651,21.1789,15.12,,,,0.7009,0.6784,472964.25,5.38657,0.0503,0.0518,12.2549,13.5923,5.88419,6.0391,6.36688,6.23302,8.36303,8.77185,8.75027,29.78,29.78,6.3696,5.1219,8.9612,22.8441,23.91667,22.8441,22.8441,23.5072,20.2087,9.4956,7.726,8.12649,7.95432,-8.7231,-10.4968,2.7604,-23.0256,1.45481,1.35316,,,864432.0,871287.5,10.21047,10.01313,15.64881,13.68537,341.2232,368.9942,10.81207,8.19,,,,25.87,27.02,14.27,14.86,15.48,67.849,69.9002,0.7409,0.7507,-4.7059,2023-07-28,0.4142,7.817,6.7671,10.03,,,41.0254,23.5072,22.8441,0.3694,6.8241,33.5105,492274.25,21.1789,21.8651,18.0479,8.260000000000002,6.73,-18.3247,8.0,24.14,25.70196
V,5.86213,2.1125,4.5161,6.39522,250.58,2023-01-24,174.6,2022-10-13,11.3888,-2.0104,0.3428,0.3613,0.9086407,17.2157,18.805,2.14,,8.6507,7.91753,8.9618,8.0916,0.7156,27.5642,27.1227,1.4485,1.5006,15.87,,1.5342,,0.75917333,1.65,9.7538,9.05,9.59,7.0023,7.4871,7.0023,7.4871,9.61,20.15,19.46,22.88,7.0023,7.4871,7.0023,15.74,80.48,80.53,78.79,0.5677,0.5343,486055.7,0.74533,0.5644,0.5957,27.7306,24.7072,6.94,50.88,51.03,53.31,64.47,64.19,66.83,21.41,22.03,10.4695,12.023,25.3696,30.7884,34.16715,30.7884,30.7884,32.4969,27.1858,26.7505,63.71,61.88,66.1,-9.3163,-9.7837,-3.2311,-5.478,16.5833,15.6878,14.6991,14.5563,1.106,1.1692,8.45,9.81,11.07,15.02,13.7219,14.8032,12.35,17.49,,,,42.04,43.09,21.73,25.77,27.0,5.0881,5.847,0.631,0.5343,12.8417,2023-07-28,1.3635,35.4235,38.6679,16.44,,,8.86,32.4969,30.7884,1.4359,1.684,9.2519,492819.7,7.0023,7.4871,25.7868,18.41,6.53,-1.4403,15.46,33.98,17.159595
VZ,45.12263,-10.0536,-16.125,22.42557,46.5,2022-08-01,31.25,2023-07-17,-25.295,-0.974,0.3604,0.3625,0.65371877,21.7017,22.094,15.48,,2.4765,9.32858,0.6203,0.5314,7.7245,28.0418,22.484,0.7546,0.7478,2.07,,2.5733,,7.7794337,2.585,11.8012,3.02,0.62,5.0561,5.132,5.0561,5.132,2.81,-7.24,6.95,-0.2,5.0561,5.132,5.0561,9.9,58.21,56.79,58.97,1.5306,1.5156,141043.92,-8.90024,0.1815,0.1843,8.6156,9.2591,-8.25,14.48,15.53,14.92,21.08,22.58,23.26,50.83,50.47,1.8155,1.7585,3.6531,6.5343,6.70076,6.5343,6.5343,6.6355,13.5606,10.873,18.72,20.66,19.75,-21.4824,-30.4248,-12.5821,-33.1674,1.0308,1.0356,5.5747,5.7019,1.1685,1.163,1.24,1.66,-1.91,1.41,32.5488,32.3422,1.1,5.6000000000000005,,,,23.32,24.15,9.56,8.790000000000001,9.01,6.4877,7.6762,1.6528,1.6457,-14.8477,2023-07-28,0.6651,5.249,4.5283,,21.7281,19.3003,3.0856,6.6355,6.5343,0.624,2.5929,11.6063,291662.92,5.0561,5.132,3.7975,5.75,8.44,-38.1241,5.94,27.43,28.697882
WBD,20.05821,-4.491,2.3256,20.57941,17.65,2022-08-04,8.82,2022-12-22,-11.5731,-2.6697,0.2524,0.3047,1.433849,19.3807,19.087,9.82223,,1.365,7.37376,1.5354,1.0649,,23.3406,36.0264,0.9322,0.838,,,,,,,0.2396,,31.43,-3.7995,-3.7482,-3.7995,-3.7482,,,,,-3.7995,-3.7482,-3.7995,17.29,59.85,39.7,38.42,1.0327,0.9772,31084.73,3.11005,-0.1966,-0.2372,-2.9949,-4.3846,,4.41,-21.8,-9.99,12.48,-21.79,-5.21,,,0.4888,0.791,7.2223,23.5134,,23.5134,23.5134,30.8993,9.3713,7.2408,6.34,-26.5,-11.57,-14.8829,-14.8806,-1.8914,15.4898,0.9192,0.7516,7.663,8.9336,0.9018,1.1029,44.78,37.53,238.71,229.34,17.4314,17.0058,-0.53,2.92,,,,8.67,11.32,5.6,3.78,4.99,-24.27037,4.3811,1.0461,1.0523,34.5992,2023-07-28,0.6733,,5.6953,,,,0.8822,30.8993,23.5134,0.5755,,-0.0531,77420.73,-3.7995,-3.7482,7.2223,3.86,48.87,-28.1046,4.41,14.29,48.96304
WFC,19.89585,12.873,4.2122,21.59136,48.84,2023-02-14,35.25,2023-03-24,4.7129,-0.4134,,,0.94506496,45.8149,49.1296,1.61,,6.8758,3.94548,8.79454,8.70172,3.1403,15.8659,12.5278,,,-5.94,,1.3537,,3.058772,1.2,6.1561,-7.84,-7.3,3.4355,4.3023,3.4355,4.3023,-8.3,-4.92,61.16,-3.84,3.4355,4.3023,3.4355,7.75,,,,0.9702,0.947,174253.25,7.6851,0.0554,0.0686,,,-5.09477,20.76837,17.45883,19.78316,25.21255,20.28732,23.09423,40.15,37.67,0.873,0.8888,5.0869,10.6766,14.61414,10.6766,10.6766,13.219,6.4424,5.0869,25.21255,20.28732,23.09423,1.4442,-10.0876,4.5387,-7.4696,2.28458,2.09591,,,303737.0,,-6.52947,-1.71641,80.25268,73.82951,19.22987,21.16333,1.76762,0.7000000000000001,,,,7.31,9.1,3.54,3.3000000000000003,4.03,43.1122,46.5817,1.2152,1.4145,10.8501,2023-07-28,,0.9277,0.9374,-2.28,,,9.1026,13.219,10.6766,,1.4489,5.6818,429140.25,3.4355,4.3023,6.4424,0.8699999999999999,,-8.1162,0.84,8.52,29.878857
WOW,0.35042,-25.6856,-25.9563,0.39305,20.96,2022-08-15,7.26,2023-06-22,-54.8584,-3.5587,0.4104,0.4044,1.8100334,6.6549,6.011,,,-1.5437,1.57625,0.3587,0.2478,,163.6118,,0.7341,0.5919,,,,,,,1.7266,-12.42,,-0.0298,-0.5569999999999999,-0.0298,-0.5569999999999999,,,,,-0.0298,-0.5569999999999999,-0.0298,,,,,1.2429,1.5052,690.0338,-5.21327,-0.0018,-0.0332,-0.7078,0.4109,,20.48,-0.35,-22.07,5.36,-0.1,-21.43,,,1.3886,1.7774,4.1196,2.8656,,2.8656,2.8656,0.8956,15.9361,17.6029,-4.51,-3.23,-29.38,-36.0775,-43.1625,-7.8256,-29.8668,0.9789,0.9823,10.0772,10.6763,0.5071,0.5054,-14.95,-9.91,-1.37,-2.27,8.3986,8.4609,-11.02,40.41,,,,134.99,41.39,-3.4458,58.720000000000006,18.23,-2.73555,-3.47361,1.2914,1.5384,-10.7574,2023-07-28,0.5993,,,,,,-1.9671,0.8956,2.8656,0.4464,,2.3126,1460.0338,-0.0298,-0.5569999999999999,20.4152,13.170000000000002,-11.11,-71.3899,-3.08763,-907.0785,56.358955
